danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,pop,rock,metal,folk,indie,dance,alternative,mellow,rap,neo,punk,teen,grunge,wave,Angry,Sad,Relaxed,Happy
0.708,0.8320000000000001,0.09090909090909093,0.8586255963791379,0.0,0.0362,0.392,1.33e-06,0.0561,0.968,99.953,0.1057165992732104,0.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.239,0.618,0.0,-0.05926623793128675,1.0,0.033,0.0305,0.0,0.721,0.6829999999999999,197.499,-1.197356241391489,0.75,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.6729999999999999,0.607,0.4545454545454545,0.1357365337355202,1.0,0.027000000000000003,0.0142,4.15e-06,0.333,0.898,100.023,-0.7306864843674815,0.75,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.42,0.7559999999999999,0.4545454545454545,0.713112164491407,1.0,0.0405,0.102,0.0,0.332,0.5760000000000001,205.887,-0.8754466497899429,0.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.26,0.659,0.18181818181818185,-0.186313498259661,1.0,0.0625,0.116,2.95e-05,0.499,0.5379999999999999,184.38,-1.4450018851153483,0.75,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.28300000000000003,0.701,0.3636363636363637,0.15469513653645994,0.0,0.135,0.66,1.67e-06,0.111,0.564,165.752,-0.8119901389198227,0.75,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.72,0.939,0.0,0.4595100750762415,0.0,0.0279,0.0266,0.0188,0.131,0.794,139.039,-0.32790289167261,0.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.7120000000000001,0.596,0.09090909090909093,0.7172978300448615,1.0,0.0761,0.0302,3.32e-06,0.13,0.879,95.994,-0.8761076551115066,0.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.433,0.49,0.0,0.11874765590091202,1.0,0.0365,0.7959999999999999,4.38e-05,0.219,0.231,121.117,-0.7214324098655891,0.75,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.586,0.8759999999999999,0.0,0.5717843981571304,1.0,0.0359,0.418,0.0,0.0433,0.93,130.164,-1.704347323030886,0.75,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.72,0.8,0.09090909090909093,0.7825449695545885,1.0,0.0819,0.18,0.000312,0.115,0.519,128.09799999999998,4.896236991375218,0.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.6579999999999999,0.374,0.8181818181818182,-0.8520805368796689,1.0,0.026,0.721,1.28e-05,0.112,0.3670000000000001,98.892,0.11407831659099185,0.75,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.858,0.6779999999999999,0.09090909090909093,1.0718483239845105,0.0,0.0469,0.0761,0.0,0.0741,0.922,117.009,-0.7948040005591652,0.75,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.64,0.602,0.8181818181818182,0.07910694095349302,1.0,0.0299,0.0646,0.0,0.375,0.951,111.87,-0.7049072768264952,0.75,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0
0.725,0.753,0.8181818181818182,0.975578016255064,1.0,0.045,0.11,0.0,0.133,0.648,93.004,-0.9091579211896942,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.579,0.227,0.8181818181818182,-1.2595673892894736,0.0,0.0343,0.8590000000000001,0.0,0.198,0.685,130.317,-0.7757174718990121,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.579,0.917,0.4545454545454545,0.6951384241736333,1.0,0.048,0.0306,0.000579,0.14300000000000002,0.387,121.989,-0.7549123294027928,0.75,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.67,0.29100000000000004,0.4545454545454545,-0.5827206477338519,1.0,0.0307,0.6629999999999999,0.0005740000000000001,0.0993,0.267,100.458,0.12488575359855915,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.63,0.342,0.6363636363636364,-1.268923582879548,1.0,0.0245,0.8170000000000001,0.00432,0.0965,0.552,77.515,-0.4455618389109576,0.75,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0
0.5329999999999999,0.459,0.6363636363636364,0.6707630777152825,1.0,0.0277,0.687,0.0,0.0773,0.386,97.213,-1.5586948004243135,0.75,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.0,0.0,0.0,1.0
0.7290000000000001,0.7709999999999999,0.3636363636363637,1.4212282898875397,1.0,0.0725,0.00761,0.0,0.087,0.873,125.011,-0.6361627233838651,0.75,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.6629999999999999,0.643,0.4545454545454545,0.9455397105185104,1.0,0.0316,0.535,0.0,0.308,0.368,121.97,-0.1262962685956661,0.75,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.677,0.191,0.3636363636363637,-1.6271673111310685,1.0,0.0554,0.78,0.0,0.0858,0.652,115.308,-0.821012861559168,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.7929999999999999,0.8320000000000001,0.09090909090909093,0.8276024281594189,0.0,0.0406,0.236,1.12e-05,0.202,0.872,107.661,-0.6674448002268696,0.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.545,0.5429999999999999,0.5454545454545454,-0.4438550376074893,0.0,0.0284,0.0392,1.6e-05,0.273,0.7120000000000001,136.959,-1.0838781528120325,0.75,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.467,0.17800000000000002,0.0,-1.1500014380372905,1.0,0.0293,0.805,0.0,0.0551,0.362,129.85299999999998,-0.2428645570534335,0.75,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0
0.434,0.8420000000000001,0.3636363636363637,0.9246113827512396,1.0,0.038,0.00442,0.00014199999999999998,0.308,0.838,169.935,0.003029422568281733,0.75,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.825,0.593,0.09090909090909093,-0.35915686405523994,1.0,0.0438,0.37,1.75e-05,0.0546,0.7090000000000001,118.962,0.028924306040541664,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.8140000000000001,0.955,0.09090909090909093,0.5707995356739647,0.0,0.0377,0.0146,0.28300000000000003,0.218,0.963,129.99200000000002,-0.6407897606348114,0.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.762,0.6609999999999999,0.09090909090909093,0.5289428801394228,0.0,0.0687,0.15,0.0,0.256,0.769,130.009,-0.18469608875582344,0.75,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0,1.0
0.66,0.6659999999999999,0.8181818181818182,0.9556345509709591,1.0,0.0472,0.0759,0.0,0.0268,0.933,89.975,-0.36888522160956255,0.75,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0.0,0.0,0.0,1.0
0.679,0.618,0.6363636363636364,-0.2375263473842766,1.0,0.0313,0.00198,0.0,0.162,0.708,100.499,-0.11396851934850212,0.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0
0.6729999999999999,0.902,0.18181818181818185,1.4392020302053137,1.0,0.0347,0.0629,0.000174,0.0552,0.521,100.016,-0.6991730556619297,0.75,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0
0.633,0.6729999999999999,0.5454545454545454,0.4481841565198362,0.0,0.258,0.297,0.0,0.206,0.659,86.77600000000002,-0.4195678046404631,0.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0
0.71,0.491,0.18181818181818185,0.20713906376503285,1.0,0.0504,0.219,1.99e-06,0.0859,0.638,109.933,-0.8738932872842681,0.75,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.665,0.441,0.6363636363636364,0.07935315657428453,1.0,0.0458,0.578,8.09e-06,0.222,0.713,122.017,-0.6943311916814752,0.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.426,0.942,0.0,0.5341134081760429,1.0,0.127,0.0084,0.000392,0.0833,0.501,192.11,-1.2426185807855672,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.775,0.385,0.0,-0.2449128160080196,1.0,0.0589,0.644,1.83e-05,0.0957,0.392,74.965,-0.39400342382898507,0.75,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0
0.62,0.8320000000000001,0.9090909090909092,0.8310494468504989,1.0,0.036000000000000004,0.332,0.0,0.104,0.481,144.92600000000004,-0.10625128221924536,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.595,0.665,0.18181818181818185,0.5205715490325145,1.0,0.0242,0.332,0.0,0.105,0.6970000000000001,81.304,-1.677907110168336,0.75,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.568,0.7609999999999999,0.3636363636363637,1.043041096351914,1.0,0.0459,0.452,0.0,0.217,0.789,163.97400000000005,0.0195545556073755,0.75,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.624,0.757,0.6363636363636364,1.3008288513205342,1.0,0.0296,0.00265,1.87e-06,0.189,0.6579999999999999,121.07,-0.0965510291252973,0.75,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.7040000000000001,0.81,0.3636363636363637,0.8246478407099219,0.0,0.0425,0.000315,0.0,0.21600000000000005,0.726,102.98,-0.3362811341234306,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.593,0.726,0.8181818181818182,0.5447006798700739,1.0,0.0298,0.00116,0.00495,0.111,0.634,100.412,-0.4067938768012437,0.75,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.688,0.575,0.18181818181818185,0.22634388218676416,1.0,0.0304,0.194,0.0,0.149,0.609,122.022,-0.3237220330137193,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.8,0.5589999999999999,0.0,0.2741097126203,1.0,0.116,0.335,0.0,0.14800000000000002,0.7879999999999999,121.967,-0.3574333044134706,0.75,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.755,0.895,0.8181818181818182,1.3798640655945806,1.0,0.0883,0.0507,0.0737,0.222,0.8440000000000001,118.871,-0.9029775214330732,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.72,0.748,1.0,0.9246113827512396,0.0,0.0464,0.0124,0.0,0.312,0.614,128.00799999999998,-0.5834971243882733,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.677,0.314,0.18181818181818185,-1.1330125602026822,1.0,0.0346,0.82,0.0,0.067,0.321,124.059,0.03398099675050436,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.601,0.154,0.18181818181818185,-1.9085917656956648,1.0,0.0299,0.84,0.00102,0.101,0.159,99.973,-0.6249256329172813,0.75,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0,1.0
0.928,0.405,0.09090909090909093,0.15223298032854554,0.0,0.0531,0.287,6.88e-06,0.125,0.774,102.006,-0.3922517597268411,0.75,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0
0.5589999999999999,0.845,0.8181818181818182,0.10077391558313828,1.0,0.21600000000000005,0.465,9.7e-05,0.154,0.555,103.427,-1.85836156295524,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.674,0.939,0.18181818181818185,0.6727328026816137,1.0,0.0316,0.217,0.0849,0.115,0.8859999999999999,102.939,-0.5002104538712407,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.635,0.926,0.0,0.6486036718440545,1.0,0.151,0.0893,4.53e-06,0.0928,0.7609999999999999,100.048,-0.7718836410339422,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.384,0.8079999999999999,0.18181818181818185,1.1080420202408494,1.0,0.0454,0.0496,9.02e-05,0.0781,0.528,202.113,-0.2690734180534362,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.659,0.88,0.4545454545454545,0.8699515149355436,0.0,0.036000000000000004,0.00992,0.0,0.391,0.8640000000000001,122.193,-0.95299909914241,0.75,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0
0.573,0.454,0.2727272727272727,-0.5078710990132592,1.0,0.0258,0.479,1.36e-05,0.0974,0.515,140.187,-0.33319093424512003,0.75,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0
0.413,0.995,0.09090909090909093,1.1742740222337424,0.0,0.0661,9.27e-06,2.32e-06,0.389,0.13699999999999998,96.051,-1.3575343559394253,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.693,0.8909999999999999,0.09090909090909093,1.221793637046487,1.0,0.29600000000000004,0.0281,0.0,0.14300000000000002,0.532,91.1,0.5205965893526985,0.75,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0
0.735,0.767,0.6363636363636364,0.4154374789545767,1.0,0.116,0.324,0.0,0.146,0.833,106.132,-1.4842325509501573,0.75,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0
0.687,0.8320000000000001,0.3636363636363637,0.44252119724163336,1.0,0.0429,0.0845,0.0149,0.153,0.281,134.012,-0.1084491249134448,0.75,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.293,0.616,0.8181818181818182,-0.4674917372034659,1.0,0.039,0.154,1.1e-06,0.222,0.617,179.778,-0.6888117972464178,0.75,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.662,0.821,0.4545454545454545,0.9873963660530524,1.0,0.0378,0.134,8.78e-06,0.149,0.77,95.98,-0.7551436812653403,0.75,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0
0.721,0.88,0.8181818181818182,1.0654467178439333,0.0,0.0454,0.191,0.0,0.0769,0.655,110.021,-0.5559497276121039,0.75,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0.0,0.0,0.0,1.0
0.78,0.58,0.3636363636363637,0.568583595086842,0.0,0.0312,0.24,2.93e-06,0.0947,0.7340000000000001,104.991,-0.3669022056448713,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.475,0.8009999999999999,0.6363636363636364,-0.9148655201814816,1.0,0.0292,0.0027600000000000003,0.0183,0.305,0.873,138.97899999999998,0.05371200559918232,0.75,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.659,0.8959999999999999,0.18181818181818185,0.8662582806236723,1.0,0.0287,0.0361,0.0,0.344,0.96,119.505,-0.1294360438730939,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.5660000000000001,0.804,0.5454545454545454,0.6008378414105184,1.0,0.0364,0.417,0.0,0.112,0.858,149.989,-1.722624120172124,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0
0.759,0.509,0.4545454545454545,0.4014031885694657,1.0,0.0271,0.159,0.0,0.153,0.75,107.948,-1.2881287971752315,0.75,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.402,0.8140000000000001,0.5454545454545454,0.9989685002302492,1.0,0.0347,0.000782,0.0,0.099,0.6829999999999999,117.419,-0.6191914117527159,0.75,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.335,0.6629999999999999,0.8181818181818182,0.040204872868448115,1.0,0.0377,0.0666,2.6e-06,0.0512,0.579,142.534,-1.2493608350655174,0.75,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.743,0.981,0.4545454545454545,0.954403472867002,0.0,0.0899,0.0368,1.17e-06,0.17800000000000002,0.95,93.003,-0.0130495318787565,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.484,0.639,0.3636363636363637,-1.0300944307118671,1.0,0.037000000000000005,0.0005809999999999999,0.0034200000000000003,0.6759999999999999,0.87,112.391,-0.5430931741076891,0.75,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.5429999999999999,0.328,0.0,-1.2066310308193178,1.0,0.0269,0.813,9.43e-06,0.161,0.4920000000000001,107.386,-0.6110445211644426,0.75,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.614,0.754,0.0,0.3430500864418985,1.0,0.0966,0.00176,0.00625,0.453,0.685,82.009,-0.16463457724636366,0.75,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0.0,0.0,0.0,1.0
0.474,0.622,0.5454545454545454,0.2044306919363274,0.0,0.0393,0.174,0.0,0.141,0.7020000000000001,119.228,-1.3077441300926358,0.75,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.7440000000000001,0.6,0.18181818181818185,0.3600389642765067,1.0,0.0426,0.0555,0.935,0.085,0.947,128.002,-0.5024082965654402,0.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.778,0.908,0.0,0.7259153767725611,1.0,0.0284,0.0184,0.0,0.0896,0.973,120.009,-1.1814921136739591,0.75,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.474,0.773,0.3636363636363637,1.1230611731091265,0.0,0.0307,0.0113,0.0,0.254,0.467,167.97400000000005,0.09337232489300737,0.75,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.701,0.654,0.4545454545454545,0.7153281050785301,1.0,0.0248,0.406,9.8e-06,0.18600000000000005,0.6659999999999999,101.94,-0.18998413132833344,0.75,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0
0.5489999999999999,0.952,0.6363636363636364,1.2621729988562806,1.0,0.0577,0.0436,0.0,0.265,0.59,131.003,0.0059047957170840475,0.75,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0
0.48,0.238,0.0,-0.5819820008714776,1.0,0.0569,0.78,8.65e-05,0.631,0.308,132.972,-1.6325125697099456,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.693,0.4,0.18181818181818185,-0.6812068960504212,1.0,0.18,0.476,2.47e-06,0.0842,0.8190000000000001,95.728,-1.4791593351071557,0.75,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.648,0.833,0.0,0.7145894582161556,1.0,0.0327,0.00583,0.000787,0.17800000000000002,0.64,119.935,-1.1958028788858146,0.75,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.377,0.537,0.3636363636363637,0.34772818323693555,1.0,0.0332,0.168,0.00528,0.0831,0.421,126.173,-1.4207760400800369,0.75,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.324,0.8009999999999999,0.5454545454545454,1.292703735834417,1.0,0.0796,0.0172,0.0,0.317,0.472,184.716,-1.3086199621437078,0.75,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.774,0.75,1.0,0.8115984128079765,0.0,0.0413,0.0021,1.85e-05,0.0808,0.925,118.015,-0.6372533821644453,0.75,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.731,0.861,1.0,0.5767087105729588,1.0,0.0323,0.0319,0.0,0.0829,0.78,104.034,-0.5978244147331676,0.75,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0
0.528,0.8859999999999999,1.0,0.4861013621217154,0.0,0.0329,0.0159,0.0,0.0758,0.8,96.001,-0.3340832914292311,0.75,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0
0.711,0.882,0.09090909090909093,1.3421930756134928,0.0,0.0333,0.0171,0.0,0.111,0.813,119.991,-0.6548856991171583,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.691,0.387,0.2727272727272727,0.2014761044868302,1.0,0.0277,0.29100000000000004,0.0,0.203,0.485,82.52799999999998,-1.3156761939514008,0.75,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0
0.65,0.8759999999999999,0.4545454545454545,0.9470170042432592,0.0,0.0309,0.0222,0.00393,0.257,0.836,127.996,-0.3823366799033849,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.5660000000000001,0.92,0.3636363636363637,1.1122276857943036,1.0,0.0623,0.0111,0.00017,0.337,0.693,126.994,-0.8088999390415123,0.75,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.446,0.6509999999999999,0.8181818181818182,-0.4285896691184212,1.0,0.0365,0.124,4.91e-06,0.235,0.674,101.962,-1.3341843429551858,0.75,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.34600000000000003,0.984,0.3636363636363637,1.0132490062361517,1.0,0.0539,0.0005200000000000001,0.0,0.64,0.561,175.68900000000005,-0.7621833879399942,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.677,0.494,0.8181818181818182,-0.25451522521888503,1.0,0.0304,0.335,0.0,0.104,0.677,119.987,-0.5438368050944482,0.75,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.5429999999999999,0.56,0.3636363636363637,-0.3562022766057427,1.0,0.0371,0.0193,0.00168,0.383,0.46,172.05599999999995,-0.1890917741442224,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.6459999999999999,0.787,0.0,0.8788152772840349,1.0,0.0602,0.258,0.0,0.199,0.773,131.036,-0.5561810794746513,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.466,0.802,0.0,-0.1343620022726707,1.0,0.035,0.0488,0.0,0.0728,0.964,175.145,-1.3870647686802857,0.75,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.738,0.804,1.0,1.0765264207795473,1.0,0.0621,0.332,0.0,0.279,0.949,174.94299999999996,-0.7657197664103602,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.552,0.514,0.6363636363636364,-0.9222519888052244,1.0,0.0267,0.00314,0.000484,0.187,0.843,132.099,-1.093132227313925,0.5,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.6409999999999999,0.6859999999999999,0.0,0.36841029538341497,1.0,0.0261,0.053,5.05e-05,0.159,0.669,111.994,0.09976755137913663,0.75,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.753,0.59,0.0,1.0043852438876606,1.0,0.0317,0.259,0.0,0.0836,0.593,123.028,-0.014156715792375785,0.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.626,0.924,0.6363636363636364,0.6820889962716881,1.0,0.0333,0.0244,0.0,0.189,0.785,98.511,-0.5105717122867525,0.75,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.6859999999999999,0.7829999999999999,0.3636363636363637,0.7992876317684052,1.0,0.119,0.0764,0.0,0.163,0.8140000000000001,99.978,-0.5962710522274928,0.75,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0.0,0.0,0.0,1.0
0.379,0.343,0.9090909090909092,-1.1743767844956414,1.0,0.0385,0.8059999999999999,0.0,0.0991,0.6940000000000001,184.301,-0.9481572351619554,0.75,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.7,0.609,0.18181818181818185,0.0027800985081520018,1.0,0.0322,0.0852,5.25e-06,0.14400000000000002,0.392,109.98,0.06979096004622054,0.75,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.524,0.888,0.0,-0.1050623433984914,1.0,0.067,0.524,0.000229,0.0801,0.936,159.59799999999996,-0.1853570940773872,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.44,0.879,0.0,-1.0313255088158249,1.0,0.0405,0.13,0.000285,0.317,0.922,167.718,-0.7972166699828729,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.665,0.623,0.6363636363636364,0.10028148434155547,1.0,0.0326,0.35600000000000004,0.858,0.0777,0.7140000000000001,98.945,-0.9651615970591828,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.23,0.544,0.4545454545454545,0.4843778527761752,0.0,0.0285,0.348,0.0,0.131,0.332,82.68299999999998,0.19516714441382496,0.75,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0.0,0.0,0.0,1.0
0.401,0.637,0.7272727272727273,0.445229569070339,0.0,0.0703,0.234,0.0181,0.322,0.515,152.612,-1.5869032025220469,0.75,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.7240000000000001,0.923,0.3636363636363637,0.9891198753985924,1.0,0.0354,0.265,0.0,0.329,0.966,139.236,-1.1557129061329732,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.62,0.574,0.0,-0.9035396016250756,1.0,0.0421,0.272,0.0,0.0607,0.9,81.548,-0.0862062958428246,0.75,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0
0.596,0.8690000000000001,0.9090909090909092,-0.9224982044260156,1.0,0.037000000000000005,0.0116,0.173,0.0678,0.944,109.902,0.03607968864646927,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0
0.763,0.631,0.18181818181818185,0.4430136284832164,1.0,0.0652,0.0436,0.0,0.425,0.8390000000000001,108.515,-0.2748076392180018,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.544,0.862,0.0,0.7808214602090486,1.0,0.0634,0.00611,0.0505,0.0995,0.456,123.029,0.024627771450377284,0.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
